athlete_id,given_name,nickname,surname,suffix,athlete_gender
5628,Robert Howard,,Bennett,,Male
5629,Imre,,Nemeth,,Male
5630,Ivan,,Gubijan,,Male
5631,George Anthony,,Stanich,,Male
5632,John,,Winter,,Male
5633,Bjorn Andreas,,Paulson,,Male
5634,Alice Marie,,Coachman,,Female
5635,Jozsef,,Varszegi,,Male
5636,Kaj Tapio,,Rautavaara,,Male
5637,Stephen Andrew,,Seymour,,Male
5638,Lily Marie Louise,,Carlstedt-Kelsby,,Female
5639,Hermine,Herma,Bauma,,Female
5640,Kaisa,,Parviainen,,Female
5641,Herbert Paul Jr.,,Douglas,,Male
5642,William Samuel,,Steele,,Male
5643,Thomas Theodore,,Bruce,,Male
5644,Ann-Britt,,Leyman,,Female
5645,Olga,,Gyarmati,,Female
5646,Noemi,,Simonetto De Portela,,Female
5647,Etienne,,Gailly,,Male
5648,Delfo,,Cabrera,,Male
5649,Thomas John Henry,,Richards,,Male
5650,Robert,,Richards,,Male
5651,Owen Guinn,,Smith,,Male
5652,Erkki Olavi,,Kataja,,Male
5653,James Emanuel,,Fuchs,,Male
5654,Wilbur Marvin,,Thompson,,Male
5655,Francis James,,Delaney,,Male
5656,Ine,,Schaffer-Mayer,,Female
5657,Amelia,,Piccinini,,Female
5658,Ruhi,,Sarialp,,Male
5659,Arne,,Ahman,,Male
5660,George Gordon,,Avery,,Male
5661,Affonso,,Azevedo Evora,,Male
5662,L.,,Benvenuti,,Male
5663,Joao Francisco,,Braz,,Male
5664,Zenny,,De Azevedo,,Male
5665,Rui,,De Freitas,,Male
5666,Marcus Vinicius,,Dias,,Male
5667,Alexandro,,Gemignani,,Male
5668,Alberto,,Marson,,Male
5669,Nilton,,Pacheco De Oliveira,,Male
5670,Alfredo,,Rodrigues Da Motta,,Male
5671,G.,,Rodrigues,,Male
5672,Massinet,,Sorcinelli,,Male
5673,Clifford Eugene,,Barker,,Male
5674,Donald Argee,,Barksdale,,Male
5675,Ralph Milton Jr.,,Beard,,Male
5676,Lewis William Jr.,,Beck,,Male
5677,Vincent Joseph,,Boryla,,Male
5678,Gordon,,Carpenter,,Male
5679,Alexander John,,Groza,,Male
5680,Wallace Clayton,,Jones,,Male
5681,Robert Albert,,Kurland,,Male
5682,Raymond George,,Lumpp,,Male
5683,Robert C.,,Pitts,,Male
5684,John Bernard,Jesse,Renick,,Male
5685,Robert L.Jackson,,Robinson,,Male
5686,Kenneth Herman,,Rollins,,Male
5687,Andre,,Barrais,,Male
5688,Michel,,Bonnevie,,Male
5689,Andre,,Buffiere,,Male
5690,Rene,,Chocat,,Male
5691,Rene,,Derency,,Male
5692,Maurice,,Desaymonnet,,Male
5693,Andre,,Even,,Male
5694,Maurice,,Girardot,,Male
5695,Fernand,,Guillou,,Male
5696,Raymond,,Offner,,Male
5697,Jacques,,Perrier,,Male
5698,Yvan,,Quenin,,Male
5699,Lucien,,Robuffic,,Male
5700,Pierre,,Thiolon,,Male
5701,Soo-An,,Han,,Male
5702,Pascual Nicolas,,Perez,,Male
5703,Spartaco,,Bandinelli,,Male
5704,John,,Arthur,,Male
5705,Rafael,,Iglesias,,Male
5706,Gunnar,,Nilsson,,Male
5707,Juan E.,,Venegas,,Male
5708,Tibor,,Csik,,Male
5709,Gianbattista,,Zuddas,,Male
5710,Aleksy,,Antkiewicz,,Male
5711,Ernesto,,Formenti,,Male
5712,Dennis,,Shepherd,,Male
5713,Svend,,Wad,,Male
5714,Gerald,,Dreyer,,Male
5715,Joseph,,Vissers,,Male
5716,Alessandro,,D'Ottavio,,Male
5717,Julius,,Torma,,Male
5718,Horace,,Herring,,Male
5719,Ivano,,Fontana,,Male
5720,Laszlo,,Papp,,Male
5721,John A.,,Wright,,Male
5722,Mauro,,Cia,,Male
5723,George,,Hunter,,Male
5724,Donald E.,,Scott,,Male
5725,Norman Douglas,,Lane,,Male
5726,Frantisek,,Capek,,Male
5727,Frank,,Havens,,Male
5728,Robert,,Boutigny,,Male
5729,Josef,,Holecek,,Male
5730,Douglas H.,,Bennett,,Male
5731,Georges,,Dransart,,Male
5732,Georges,,Gandil,,Male
5733,Steven John,,Lysak,,Male
5734,Stephen Albert,,Macknowski,,Male
5735,Vaclav,,Havel,,Male
5736,Jiri,,Pecka,,Male
5737,Bohumil,,Kudrna,,Male
5738,Eivind,,Skabo,,Male
5739,Gert,,Fredriksson,,Male
5740,Kurt Oskar,,Wires,,Male
5741,Johan Frederik Kobberup,,Andersen,,Male
5742,Friederike,,Schwingl,,Female
5743,Karen,,Hoff,,Female
5744,Alida Geertruida,,Van Der Anker-Doedens,,Female
5745,Thor,,Axelsson,,Male
5746,Nils,,Bjorklof,,Male
5747,Gunnar,,Akerlund,,Male
5748,Hans,,Wetterstrom,,Male
5749,Ivar,,Mathisen,,Male
5750,Knut,,Ostbye,,Male
5751,Hans,,Berglund,,Male
5752,Lennart,,Klingstrom,,Male
5753,Ejvind Willy,,Hansen,,Male
5754,Jakob Bernhard Christian,,Jensen,,Male
5755,Lode Alphonse,,Wouters,,Male
5756,Jose,,Beyaert,,Male
5757,Gerardus Petrus,,Voorting,,Male
5758,Jacques,,Dupont,,Male
5759,Alain,,Moineau,,Male
5760,Leon,,Delathouwer,,Male
5761,Eugene,,Van Rososbroeck,,Male
5762,Robert John,,Maitland,,Male
5763,Cyril Ian,,Scott,,Male
5764,Gordon W.,,Thomas,,Male
5765,Thomas Charles,,Godwin,,Male
5766,Pierre,,Nihant,,Male
5767,Georges,,Dron,,Male
5768,Rene,,Faye,,Male
5769,Renato,,Perona,,Male
5770,Ferdinando,,Terruzzi,,Male
5771,Alan,,Bannister,,Male
5772,Reginald Hargreaves,,Harris,,Male
5773,Axel Carl,,Schandorff,,Male
5774,Mario,,Ghella,,Male
5775,Robert Alan,,Geldard,,Male
5776,David Edward,,Ricketts,,Male
5777,Wilfrid,,Waters,,Male
5778,Pierre,,Adam,,Male
5779,Serge,,Blusson,,Male
5780,Charles,,Coste,,Male
5781,Fernand,,Decanali,,Male
5782,Arnaldo,,Benfenati,,Male
5783,Guido,,Bernardi,,Male
5784,Anselmo,,Citterio,,Male
5785,Rino,,Pucci,,Male
5786,Hans,,Moser,,Male
5787,Fernando Silva,,Paes,,Male
5788,Francisco,,Valadas,,Male
5789,Maurice,,Buret,,Male
5790,Jean Gerard,,Saint-Fort Paillard,,Male
5791,Robert John,,Borg,,Male
5792,Frank Sherman,,Henry,,Male
5793,Robert,,Selfelt,,Male
5794,Bernard,,Chevallier,,Male
5795,Raul,,Campero,,Male
5796,Humberto,,Mariles Cortes,,Male
5797,Joaquin,,Solano Chagoya,,Male
5798,Charles Howard,,Anderson,,Male
5799,Olof,,Stahre,,Male
5800,Sigurd,,Svensson,,Male
5801,Jean Francois,,D'Orgeix,,Male
5802,Ruben,,Uriza Castro,,Male
5803,Arthur,,Carr,,Male
5804,Harry Morton,,Llewellyn,,Male
5805,Henry Morison Vere,,Nicoll,,Male
5806,Alberto,,Valdez Ramos,,Male
5807,Jaime,,Garcia Cruz,,Male
5808,Marcelino,,Gavilan Y Ponce De Leon,,Male
5809,Jose,,Navarro Morenes,,Male
5810,Luigi,,Cantone,,Male
5811,Oswald,,Zappelli,,Male
5812,Per Hjalmar,,Carleson,,Male
5813,Frank,,Cervell,,Male
5814,Carl,,Forssell,,Male
5815,Bengt,,Ljungquist,,Male
5816,Arne,,Tollbom,,Male
5817,Edouard,,Artigas,,Male
5818,Marcel,,Desprets,,Male
5819,Henri,,Guerin,,Male
5820,Maurice,,Huet,,Male
5821,Henri,,Lepage,,Male
5822,Marc Antonio,,Mandruzzato,,Male
5823,Dario,,Mangiarotti,,Male
5824,Fiorenzo,,Marini,,Male
5825,Lajos,,Maszlay,,Male
5826,Jehan,,Buhan,,Male
5827,Christian,,D'Oriola,,Male
5828,Karen Vilhelmine,,Lachmann,,Female
5829,Raymond,,Bru,,Male
5830,Georges Camille,,De Bourgignon,,Male
5831,Henri,,Paternoster,,Male
5832,Paul Louis Jean,,Valcke,,Male
5833,Andre,,Van De Werwe De Vorsselaere,,Male
5834,Edouard,,Yves,,Male
5835,Andre,,Bonin,,Male
5836,Jacques,,Lataste,,Male
5837,Adrien,,Rommel,,Male
5838,Giuliano,,Nostini,,Male
5839,Renzo,,Nostini,,Male
5840,Giorgio,,Pellini,,Male
5841,Dean Victor,,Cetrulo,,Male
5842,Norman,,Cohn-Armitage,,Male
5843,James Hummitzsch,,Flynn,,Male
5844,Tibor Andrew,,Nyilas,,Male
5845,George Vitez,,Worth,,Male
5846,Rudolf,,Karpati,,Male
5847,Bertalan,,Papp,,Male
5848,Gastone,,Dare,,Male
5849,Mauro,,Racca,,Male
5850,Carlo,,Turcato,,Male
5851,Jens Peter,,Hansen,,Male
5852,John Angelo Valdemar Oster.,,Hansen,,Male
5853,Karl Aage,,Hansen,,Male
5854,Hans Viggo,,Jensen,,Male
5855,Tage Ivan Linde,,Jensen,,Male
5856,Knud,,Lundberg,,Male
5857,Eigil Louis Marinus Ferdinand,,Nielsen,,Male
5858,Dion Erhardt,,Ornvold,,Male
5859,Knud Borge,,Overgaard,,Male
5860,Axel Peter,,Pilmark,,Male
5861,Johannes Theodor Louis,,Ploger,,Male
5862,Carl Aage Andersen,,Praest,,Male
5863,Holger,,Seebach,,Male
5864,Jorgen Leschly,,Sorensen,,Male
5865,Sune,,Andersson,,Male
5866,Henry,,Carlsson,,Male
5867,Gunnar,,Gren,,Male
5868,Barje,,Leander,,Male
5869,Nils,,Liedholm,,Male
5870,Torsten,,Lindberg,,Male
5871,Erik,,Nilsson,,Male
5872,Bertil,,Nordahl,,Male
5873,Gunnar,,Nordahl,,Male
5874,Knut,,Nordahl,,Male
5875,Kjell,,Rosen,,Male
5876,Birger,,Rosengren,,Male
5877,Aleksandar,,Atanaskovic,,Male
5878,Stjepan,,Bobek,,Male
5879,Miroslav,,Brozovic,,Male
5880,Zeljko,,Cajkovski,,Male
5881,Zlatko,,Cajkovski,,Male
5882,Zvonko,,Cimermancic,,Male
5883,Miodrag,,Jovanovic,,Male
5884,Ljubomir,,Lovric,,Male
5885,Prvoslav,,Mihajlovic,,Male
5886,Rajko,,Mitic,,Male
5887,Franjo,,Sostaric,,Male
5888,Branislav,,Stankovic,,Male
5889,Kosta,,Tomasevic,,Male
5890,Bernard,,Vukas,,Male
5891,Franjo,,Wolfl,,Male
5892,Zdenek,,Ruzicka,,Male
5893,Ferenc,,Pataki,,Male
5894,Janos,,Mogyorosi-Klencs,,Male
5895,Veikko,,Huhtanen,,Male
5896,Josef,,Stalder,,Male
5897,Walter,,Lehmann,,Male
5898,Paavo Johannes,,Aaltonen,,Male
5899,Christian,,Kipfer,,Male
5900,Karl,,Frei,,Male
5901,Laszlo,,Baranyai,,Male
5902,Jozsef,,Fekete,,Male
5903,Gyozo,,Mogyorosi,,Male
5904,Lajos,,Santha,,Male
5905,Lajos,,Toth,,Male
5906,Ferenc,,Varkoi,,Male
5907,Kalevi Johannes,,Laitinen,,Male
5908,Olavi Antero,,Rove,,Male
5909,Sulo Artur,,Salmi,,Male
5910,Robert,,Lucy,,Male
5911,Emil,,Studer,,Male
5912,Melchior,,Thalmann,,Male
5913,Ladislava Aloisie,,Bakanic,,Female
5914,Marian Emma Twining,,Barone,,Female
5915,Consetta Anne,,Carruccio-Lenz,,Female
5916,Dorothy Catherine,,Dalton,,Female
5917,Meta,,Elste-Neumann,,Female
5918,Helen Mary,,Schifano,,Female
5919,Clara Marie,,Schroth-Lomady,,Female
5920,Anita Aline,,Simonis,,Female
5921,Zdenka,,Honsova,,Female
5922,Marie,,Kovarova,,Female
5923,Miloslava,,Misakova,,Female
5924,Milena,,Mullerova,,Female
5925,Vera,,Ruzickova,,Female
5926,Olga,,Silhanova,,Female
5927,Bozena,,Srncova,,Female
5928,Anna,,Feher,,Female
5929,Erzsebet,,Gulyas-Koteles,,Female
5930,Iren,,Karsics-Daruhazi,,Female
5931,Maria,,Kovi-Zalai,,Female
5932,Erzebet,,Sarkany-Balasz,,Female
5933,Olga,,Tass Lemhenyi,,Female
5934,Edit,,Vasarhelyi (Weckinger),,Female
5935,Leo,,Sotornik,,Male
5936,Andries Cornelis Dirk,,Boerstra,,Male
5937,Hendricus Nicolaas,,Bouwman,,Male
5938,Pieter Marie Johan,,Bromberg,,Male
5939,Henri Jean Joseph,,Derckx,,Male
5940,Johan Frederik,,Drijver,,Male
5941,Rius Theo,,Esser,,Male
5942,Jan Hendrik,,Kruize,,Male
5943,Jenne,,Langhout,,Male
5944,Hermanus Pieter,,Loggere,,Male
5945,Antonius Maria,,Richter,,Male
5946,Edouard Herbert,,Tiel,,Male
5947,Willem,,Van Heel,,Male
5948,Hussain,,Ahktar,,Male
5949,Leslie Walter,,Claudius,,Male
5950,Keshava,,Datt,,Male
5951,Walter,,D'Souza,,Male
5952,Lawrence,,Fernandes,,Male
5953,Ranganandhan,,Francis,,Male
5954,Gerald,,Glacken,,Male
5955,Patrick,,Jansen,,Male
5956,Amir Chand,,Kumar,,Male
5957,Kishan,,Lal,,Male
5958,Ur Rehman,,Latif,,Male
5959,Leo,,Pinto,,Male
5960,Jaswant,,Rajput,,Male
5961,Reginald,,Rodrigues,,Male
5962,Balbir,,Singh Dosanjh,,Male
5963,Randhir,,Singh Gentle,,Male
5964,Grahanandan Nandy,,Singh,,Male
5965,Kunwar Digvijai,,Singh,,Male
5966,Trilochan,,Singh,,Male
5967,Max,,Vaz,,Male
5968,Robert Edward,,Adlard,,Male
5969,Norman Francis,,Borrett,,Male
5970,David L.S.,,Brodie,,Male
5971,Ronald,,Davis,,Male
5972,William Salterlee,,Griffiths,,Male
5973,Frederick Robin,,Lindsay,,Male
5974,William L.C.,,Lindsay,,Male
5975,John Morris,,Peake,,Male
5976,Frank O.,,Reynolds,,Male
5977,George B.,,Sime,,Male
5978,Michael Moore,,Walford,,Male
5979,William Neil,,White,,Male
5980,Gosta,,Gardin,,Male
5981,William,,Grut,,Male
5982,George Bissland,,Moore,,Male
5983,Bruno,,Boni,,Male
5984,Felice,,Fanetti,,Male
5985,William,,Laurie,,Male
5986,John,,Wilson,,Male
5987,Hans,,Kalt,,Male
5988,Josef,,Kalt,,Male
5989,William,,Jones,,Male
5990,Juan A.,,Rodriguez,,Male
5991,Richard Desborough,,Burnell,,Male
5992,Bertram Herbert Th.,,Bushnell,,Male
5993,Aage Ernst,,Larsen,,Male
5994,Ebbe Vestermann,,Parsner,,Male
5995,Halfdan,,Gran Olsen/Grangard,,Male
5996,Hans Egil,,Hansen,,Male
5997,Harald,,Kraakenes,,Male
5998,Thorstein,,Kraakenes,,Male
5999,Kristoffer,,Lepsoe,,Male
6000,Carl Henrik,,Monssen,,Male
6001,Sigurd,,Monssen,,Male
6002,Leif,,Naess,,Male
6003,Thor,,Pedersen,,Male
6004,George Lewis,,Ahlgren,,Male
6005,David Preston,,Brown,,Male
6006,Lloyd Lemarr,,Butler,,Male
6007,James Herbert,,Hardy,,Male
6008,Ralph Kenneth,,Purchase,,Male
6009,Justus Ketcham,,Smith,,Male
6010,John Charles,,Stack,,Male
6011,David Lindsay,,Turner,,Male
6012,Ian Gordon,,Turner,,Male
6013,Christopher Bertram,,Barton,,Male
6014,Ernest Augustus Paul,,Bircher,,Male
6015,Jack G.,,Dearlove,,Male
6016,Michael Clement,,Lapage,,Male
6017,Charles Brian Murray,,Lloyd,,Male
6018,Paul Mackintosh O.,,Massey,,Male
6019,Alfred Paul,,Mellows,,Male
6020,David John Charlton,,Meyrick,,Male
6021,Guy Colquhoun,,Richardson,,Male
6022,Gregory Crozier,,Gates,,Male
6023,Stuart Lane,,Griffing,,Male
6024,Frederick John Iv,,Kingsbury,,Male
6025,Roben Strahan,,Perew,,Male
6026,Francesco,,Faggi,,Male
6027,Giovanni,,Invernizzi,,Male
6028,Giuseppe,,Moioli,,Male
6029,Elio,,Morille,,Male
6030,Helge,,Halkjaer,,Male
6031,Aksel Bonde,,Hansen,,Male
6032,Ib Storm,,Larsen,,Male
6033,Helge Muxoll,,Schroder,,Male
6034,Harry Madsen,,Knudsen,,Male
6035,Erik Christian,,Larsen,,Male
6036,Henry Christian,,Larsen,,Male
6037,Borge Daniel Raahauge,,Nielsen,,Male
6038,Jorgen Ib,,Olsen,,Male
6039,Gordon Stephen,,Giovanelli,,Male
6040,Robert Doud,,Martin,,Male
6041,Allan Jerome,,Morgan,,Male
6042,Warren Dehaven,,Westlund,,Male
6043,Robert Ide,,Will,,Male
6044,Emile A.,,Knecht,,Male
6045,Andre,,Moccand,,Male
6046,Rudolf,,Reichling,,Male
6047,Erich,,Schriever,,Male
6048,Pierre Armand,,Stebler,,Male
6049,Antal,,Szendey,,Male
6050,Robert,,Zimonyi,,Male
6051,Bela,,Zsitnik Sr.,,Male
6052,Carl-Ebbe,,Andersen,,Male
6053,Tage,,Henriksen,,Male
6054,Finn,,Pedersen,,Male
6055,Alberto,,Radi,,Male
6056,Giovanni,,Steffe,,Male
6057,Aldo,,Tarlao,,Male
6058,Romolo,,Catasta,,Male
6059,Merwyn Thomas,,Wood,,Male
6060,Eduardo G.,,Risso,,Male
6061,Carl-Robert,,Ameln,,Male
6062,Gosta,,Salen,,Male
6063,Alfred Lee Jr.,,Loomis,,Male
6064,Michael Macdonald,,Mooney,,Male
6065,James Hopkins Jr.,,Smith,,Male
6066,James Higgonson,,Weekes,,Male
6067,Herman Frasch,,Whiton,,Male
6068,Emilio C.,,Homp,,Male
6069,Rodolfo,,Rivademar,,Male
6070,Rufino,,Rodriguez De La Torre,,Male
6071,Enrique Conrado,,Sieburger Jr.,,Male
6072,Enrique Conrado,,Sieburger Sr.,,Male
6073,Julio Christian,,Sieburger,,Male
6074,Klaus Baard,,Baess,,Male
6075,Ole Valdemar Henrik,,Berntsen,,Male
6076,William Eldred,,Berntsen,,Male
6077,Haakon,,Barfod,,Male
6078,Sigve,,Lie,,Male
6079,Thor,,Thorvaldsen,,Male
6080,Folke,,Bohlin,,Male
6081,Gosta,,Brodin,,Male
6082,Hugo,,Johnson,,Male
6083,Jacobus Hermanus Hendrik,,De Jong,,Male
6084,Paul,,Elvstrom,,Male
6085,Ralph Liggett Jr.,,Evans,,Male
6086,Lockwood Masters,,Pirie,,Male
6087,Owen Cates Jr.,,Torrey,,Male
6088,David John Were,,Bond,,Male
6089,Stewart Harold,,Morris,,Male
6090,Duarte M.D'Almeida,,Bello,,Male
6091,Fernando Pinto Coelho,,Bello,,Male
6092,Edward,,Stutterheim,,Male
6093,Hilary Hurlburt,,Smart,,Male
6094,Paul Hurlburt,,Smart,,Male
6095,Carlos,,De Cardenas Culmell,,Male
6096,Carlos,,De Cardenas Pla,,Male
6097,Sven,,Lundquist,,Male
6098,Karoly,,Takacs,,Male
6099,Carlos Enrique,,Diaz Saenz Valiente,,Male
6100,Emil,,Grunig,,Male
6101,Pauli Aapeli,,Janhonen,,Male
6102,Edwin,,Vasquez Cam,,Male
6103,Rudolf,,Schnyder,,Male
6104,Jonas,,Jonsson,,Male
6105,Arthur Edwin,,Cook,,Male
6106,Walter,,Tomsen,,Male
6107,Richard Watt Sung,,Tom,,Male
6108,Joseph Nicholas,,De Pietro,,Male
6109,Julian,,Creus,,Male
6110,Abraham,,Charite,,Male
6111,John Henry Jr.,,Davis,,Male
6112,Norbert,,Schemansky,,Male
6113,Jafar Mohammad,,Salmassi,,Male
6114,Mahmoud,,Fayad,,Male
6115,Rodney Adolphus,,Wilkes,,Male
6116,James,,Halliday,,Male
6117,Attia Mohamed,,Hamouda,,Male
6118,Sung-Jip,,Kim,,Male
6119,Frank Isaac,,Spellman,,Male
6120,Peter T.,,George,,Male
6121,Gosta,,Magnusson,,Male
6122,Stanley Anthony,,Stanczyk,,Male
6123,Harold Toshiyuki,,Sakata,,Male
6124,Thure,,Johansson,,Male
6125,Lenni,,Viitala,,Male
6126,Halit,,Balamir,,Male
6127,Joseph,,Armstrong,,Male
6128,Gyula,,Bobis,,Male
6129,Bertil,,Antonsson,,Male
6130,Charles,,Kouyos,,Male
6131,Nazuh,,Akar,,Male
6132,Gerald Grant,,Leeman,,Male
6133,Adolf,,Muller,,Male
6134,Gazanfer,,Bilge,,Male
6135,Ivar,,Sjolin,,Male
6136,Hermann,,Baumann,,Male
6137,Celal,,Atik,,Male
6138,Leland Gilbert Jr.,,Merrill,,Male
6139,Yasar,,Dogu,,Male
6140,Richard Edward,,Garrard,,Male
6141,Erik,,Linden,,Male
6142,Glen,,Brand,,Male
6143,Adil,,Candemir,,Male
6144,Bengt,,Fahlkvist,,Male
6145,Henry,,Wittenberg,,Male
6146,Fritz,,Stockli,,Male
6147,Reino,,Kangasmaki,,Male
6148,Pietro,,Lombardi,,Male
6149,Kenan,,Olcay,,Male
6150,Guido,,Fantoni,,Male
6151,Tor,,Nilsson,,Male
6152,Halil,,Kaya,,Male
6153,Kurt,,Petersen,,Male
6154,Mahmoud,,Hassan Ali,,Male
6155,Ferenc,,Toth,,Male
6156,Mehmet,,Oktav,,Male
6157,Olle,,Anderberg,,Male
6158,Karoly,,Ferencz,,Male
6159,Gustav,,Freij,,Male
6160,Aage Ingvar,,Eriksen,,Male
6161,Christian Henrik,,Hansen,,Male
6162,Gosta,,Andersson,,Male
6163,Miklos,,Szilvasi,,Male
6164,Axel,,Gronberg,,Male
6165,Muhlis,,Tayfur,,Male
6166,Ibrahim,,Orabi,,Male
6167,Karl-Erik,,Nilsson,,Male
6168,Kelpo Olavi,,Grondahl,,Male
6169,Gunther,,Haase,,Male
6170,Juno Roslays,,Stover-Irwin,,Female
6171,Patricia,,Mccormick,,Female
6172,Paula Jean,,Myers-Pope,,Female
6173,Robert Lynn,,Clotworthy,,Male
6174,David Grieg Jr.,,Browning,,Male
6175,Madeleine,,Moreau,,Female
6176,Jack George Neil,,Taylor,,Male
6177,Yoshinobu,,Oyakawa,,Male
6178,Gilbert,,Bozon,,Male
6179,Jean,,Stewart,,Female
6180,Joan Cynthia,,Harrison,,Female
6181,Geertje,,Wielema,,Female
6182,Goran,,Larsson,,Male
6183,Clark Currie,,Scholes,,Male
6184,Hiroshi,,Suzuki,,Male
6185,Judith,,Temes,,Female
6186,Katalin,,Szoke,,Female
6187,Tetsuo,,Okamoto,,Male
6188,Ford Hiroshi,,Konno,,Male
6189,Shiro,,Hashizume,,Male
6190,Herbert,,Klein,,Male
6191,John Griffith,,Davies,,Male
6192,Bowen Dow,,Stassforth,,Male
6193,Helen Orr,,Gordon-Mckay,,Female
6194,Eva,,Szekely,,Female
6195,Per-Olof,,Ostrand,,Male
6196,Jean,,Boiteux,,Male
6197,Evelyn Tokue,,Kawamoto,,Female
6198,Valeria,,Gyenge,,Female
6199,Joan Ann,,Alderson-Rosazza,,Female
6200,Jacqueline Carol,,La Vine,,Female
6201,Mary Louise,,Stepan,,Female
6202,Ilona,,Novak,,Female
6203,Cornelia,Koosje,Van Voorn,,Female
6204,Aldo,,Eminente,,Male
6205,Wayne Richard,,Moore,,Male
6206,William Tripp,,Woolsey,,Male
6207,Toru,,Goto,,Male
6208,Yoshihiro,,Hamaguchi,,Male
6209,Teijiro,,Tanikawa,,Male
6210,Lucio,,Ceccarini,,Male
6211,Renato,,De Sanzuane,,Male
6212,Raffaello,,Gambino,,Male
6213,Salvatore,,Gionta,,Male
6214,Maurizio,,Mannelli,,Male
6215,Carlo,,Peretti,,Male
6216,Vincenzo,,Polito,,Male
6217,Renato,,Traiola,,Male
6218,Robert,,Antal,,Male
6219,Antal,,Bolvari,,Male
6220,Istvan,,Hasznos,,Male
6221,Gyorgy,,Karpati,,Male
6222,Kalman,,Markovics,,Male
6223,Miklos,,Martin,,Male
6224,Gyorgy,,Vizvari,,Male
6225,Veljko,,Bakasun,,Male
6226,Marko,,Brainovic,,Male
6227,Vladimir,,Ivkovic,,Male
6228,Zdravko,,Jezic,,Male
6229,Zdravko,,Kovacic,,Male
6230,Ivo,,Kurtini,,Male
6231,Lovro,,Radonic,,Male
6232,Ivo,,Stakula,,Male
6233,Bosko,,Vuksanovic,,Male
6234,Aleksandr,,Anufriyev,,Male
6235,Bruno,,Junk,,Male
6236,Emmanuel Mcdonald,,Bailey,,Male
6237,Lindy,,Remigino,,Male
6238,Marjorie,,Jackson,,Female
6239,Daphne Lilian Evelyn,,Robb-Hasenjager,,Female
6240,Arthur,,Barnard,,Male
6241,Jack,,Davis,,Male
6242,Werner,,Lueg,,Male
6243,Joseph,,Barthel,,Male
6244,Robert,,Mcmillen,,Male
6245,James,,Gathers,,Male
6246,Andrew William,,Stanfield,,Male
6247,Walter Thane,,Baker,,Male
6248,Nadezhda,,Khnykina-Dvalishvili,,Female
6249,Bertha,,Brouwer,,Female
6250,John Ivor,,Disley,,Male
6251,Horace III,,Ashenfelter,,Male
6252,Vladimir,,Kazantsev,,Male
6253,Oliver Adrian,,Matson,,Male
6254,Vincent George,,Rhoden,,Male
6255,John Macfarlane,,Holland,,Male
6256,Charles Hewes Jr.,,Moore,,Male
6257,Yuri,,Lituev,,Male
6258,Gyorgy,,Csanyi,,Male
6259,Bela,,Goldovanyi,,Male
6260,Geza,,Varasdi,,Male
6261,Laszlo,,Zarandi,,Male
6262,Finis Dean,,Smith,,Male
6263,Lev,,Kalyaev,,Male
6264,Levan,,Sanadze,,Male
6265,Vladimir,,Sukharev,,Male
6266,Boris,,Tokarev,,Male
6267,Heather Joy,,Armitage,,Female
6268,Sylvia,,Cheeseman,,Female
6269,Jean Catherine,,Desforges,,Female
6270,June Florence,,Foulds-Paul,,Female
6271,Mae Heriwentha,,Faggs,,Female
6272,Catherine,,Hardy,,Female
6273,Barbara Pearl,,Jones,,Female
6274,Janet Theresa,,Moreau,,Female
6275,Helga,,Klein,,Female
6276,Ulla,,Knab,,Female
6277,Marga,,Petersen-Kallensee,,Female
6278,Maria,,Sander-Domagella,,Female
6279,Hans,,Geister,,Male
6280,Karl-Friedrich,,Haas,,Male
6281,Gunther,,Steines,,Male
6282,Heinz,,Ulzheimer,,Male
6283,Leslie,,Laing,,Male
6284,Gerrard Eugene,,Cole,,Male
6285,Herbert,,Schade,,Male
6286,Antal,,Roka,,Male
6287,Giuseppe,,Dordoni,,Male
6288,Josef,,Dolezal,,Male
6289,Mariya,,Golubnichaya,,Female
6290,Milton Gray,,Campbell,,Male
6291,James Leo,,Dillion,,Male
6292,Simeon Garland,,Iness,,Male
6293,Nina,,Dumbadze,,Female
6294,Nina,,Romashkova-Ponomareva,,Female
6295,Elizaveta,,Bagryantseva,,Female
6296,Jozsef,,Csermak,,Male
6297,Karl,,Storch,,Male
6298,Jose,,Telles Da Conceicao,,Male
6299,Walter Francis,,Davis,,Male
6300,Kenneth George,,Wiesner,,Male
6301,Aleksandra,,Chudina,,Female
6302,Esther Cornelia,,Brand,,Female
6303,Sheila,,Lerwill,,Female
6304,Toivo Armas,,Hyytiainen,,Male
6305,Cyrus C. Jr.,,Young,,Male
6306,William Preston,,Miller,,Male
6307,Elena,,Gorchakova,,Female
6308,Dana,,Ingrova-Zatopkova,,Female
6309,Odon,,Foldessy,,Male
6310,Jerome Cousins,,Biffle,,Male
6311,Meredith Charles,,Gourdine,,Male
6312,Shirley,,Cawley,,Female
6313,Yvette Winefred,,Williams,,Female
6314,Gustaf,,Jansson,,Male
6315,Reinaldo,,Gorno,,Male
6316,Ragnar,,Lundberg,,Male
6317,Donald Robert,,Laz,,Male
6318,William Patrick Jr.,,O,,Male
6319,Darrow Clarence,,Hooper,,Male
6320,Klavdiya,,Tochenova,,Female
6321,Galina,,Zybina,,Female
6322,Marianne,,Werner-Schulze-Entrup,,Female
6323,Arnaldo,,Devonish,,Male
6324,Adhemar,,Ferreira Da Silva,,Male
6325,Leonid,,Shcherbakov,,Male
6326,Martin,,Acosta Y Lara,,Male
